f0,f1,label,subset,r,r_diff,closest_centroid,x_pca,y_pca,x_mds,y_mds
0.4655891908949305,-0.8721583977708226,1.0,training,0.9550691244239631,,0,-0.5033501022028158,-0.39230973386845397,,
0.12378510237218475,-1.6126865774769803,2.0,training,0.8609831029185868,,0,-0.18689479090109304,-0.6048881912952614,,
-0.6435940599918867,0.18637382195049226,0.0,training,0.9857910906298003,,2,-0.2568592478005887,-0.5314899018033841,,
0.4573096467208113,0.9623417448143452,1.0,training,0.9485407066052227,,0,-0.5687415340804424,-0.3309547799408796,,
-0.6384267062657911,1.0450456178651406,1.0,training,0.9473886328725039,,2,-0.3167382527457991,-0.20449131210644622,,
-1.3218252352730822,0.16335681928698148,1.0,training,0.9639016897081413,,2,-0.24569753908320843,-0.39344555424888206,,
0.8123335893418311,0.5462718669437655,1.0,training,0.956221198156682,,0,-0.450655590421438,-0.15112647853766262,,
-1.9138007046699808,-2.285499448789645,2.0,training,0.5199692780337941,,2,-0.5841888913835647,-0.27067496882756303,,
-0.15550754492031102,0.04636141668728375,0.0,training,0.9927035330261137,,1,-0.5947224031103014,-0.11611200313791743,,
-1.6415539548520128,-0.8900255517732389,2.0,training,0.8947772657450077,,2,-0.4463605894222393,-0.1356903301509938,,
-1.6981058194322545,0.3872804753950634,2.0,training,0.9308755760368663,,2,-0.5563503539603931,-0.11711949266744208,,
0.4561636113551334,-0.9448701973880108,1.0,training,0.9485407066052227,,0,-0.5916131004071005,-0.2354231644648638,,
-0.9571474731510168,-1.348424319121701,2.0,training,0.8943932411674347,,2,-0.17474168458274197,-0.6203003858026143,,
0.1532884691324239,0.6941287081378864,0.0,training,0.9735023041474654,,0,-0.17509363094772196,-0.6188227916050063,,
0.5342011708457715,0.3178850972381816,0.0,training,0.9792626728110599,,0,-0.16144453772768144,-0.19628797080547167,,
0.23914558065378705,1.3978962610867354,1.0,training,0.9043778801843319,,0,-0.4512084009898945,-0.4620815366705371,,
0.9385851362497682,-1.0192511495051295,1.0,training,0.8959293394777266,,0,-0.2511233722218167,-0.15247367705716583,,
-0.37016416451370254,-0.9592553926405882,1.0,training,0.9592933947772657,,1,-0.28752345873705715,-0.4371413323439415,,
0.3759274257674802,-0.913594509977107,1.0,training,0.9550691244239631,,0,-0.45828565270971805,-0.4692805870806648,,
0.6968713741003972,-0.06455201895753389,0.0,training,0.9754224270353302,,0,-0.34877738700284916,-0.5482433913179852,,
-0.1550358081183258,0.06606026178649259,0.0,training,0.9919354838709677,,1,-0.6155222207328734,-0.15691154375229774,,
-2.5933885647417103,0.09725087697778614,2.0,training,0.684715821812596,,2,-0.36268859097287187,-0.5416818489838577,,
-0.1302231664667262,-0.1894179288117906,0.0,training,0.9923195084485407,,0,-0.5020875307484715,-0.06274381323465368,,
-1.838176739670012,0.6530372834064285,2.0,training,0.9059139784946236,,2,-0.6481613198297146,-0.02425637756119384,,
0.7679714999543232,-0.35549170359455234,0.0,training,0.9662058371735791,,0,-0.5469806796769476,-0.28402367447383975,,
0.045134015432010274,2.339624806020058,2.0,training,0.6966205837173579,,2,-0.5091537521687536,-0.07973503651879363,,
-1.5023965693817127,-1.7776669547337065,2.0,training,0.7599846390168971,,2,-0.46529774873699264,-0.45739707212282527,,
-0.7244850747995447,-0.8029174114389668,1.0,training,0.9635176651305684,,2,-0.3935851780340188,-0.5179193636507264,,
-0.1592295437005033,1.1579405294066338,1.0,training,0.9443164362519201,,2,-0.19954628996140938,-0.6128234353468487,,
1.137844365051557,1.2755492794105288,2.0,training,0.8344854070660522,,0,-0.13310627435910885,-0.16489641538823635,,
-0.9711706648243909,1.4263168607870274,2.0,training,0.8947772657450077,,2,-0.26807578454872444,-0.4916019348000437,,
0.4201416222116938,0.5574867959048965,0.0,training,0.9754224270353302,,0,-0.5945894138628997,-0.22591401331216543,,
-0.587218564024521,-0.6428512989625678,0.0,training,0.978494623655914,,1,-0.18892023782303405,-0.6097184978894671,,
-0.2224770102429203,-0.8589199078076716,0.0,training,0.966589861751152,,0,-0.32144039326447277,-0.5498941335176328,,
0.12411828773382699,1.837080687867744,2.0,training,0.826036866359447,,0,-0.3723932904089595,-0.533908993334114,,
-0.4695463585209111,-0.049610658679997775,0.0,training,0.9915514592933948,,2,-0.14736379241661818,-0.04099763756960786,,
-1.6324233020679833,-0.06713415461452177,2.0,training,0.9389400921658986,,2,-0.4721236082804476,-0.28149968866029923,,
0.03890870585621503,0.6265642507453606,0.0,training,0.9796466973886329,,0,-0.30761345250803956,-0.5720472062221922,,
-0.08904211949649969,-0.5773962487387679,0.0,training,0.9850230414746544,,0,-0.521149545899986,-0.3967167088686284,,
0.2989323795421111,0.608672699339987,0.0,training,0.9765745007680492,,0,-0.6459544770890714,-0.10189839979796558,,
-1.281649115102102,-0.289725615786155,1.0,training,0.9623655913978495,,2,-0.6302448336416691,-0.15238095403376778,,
-0.8602624519575188,0.3283012950007554,1.0,training,0.978494623655914,,2,-0.19211961799214114,-0.1030455497186411,,
0.023976742451182715,0.1674236956291259,0.0,training,0.988863287250384,,0,-0.6385719942779357,0.03167772319064725,,
0.04108222614387957,0.5934659196032391,0.0,training,0.9800307219662059,,0,-0.22207304695786403,-0.34346276257172564,,
2.269754623987608,-1.4543656745987648,2.0,training,0.4700460829493088,,0,-0.37262270373984513,-0.09665778251390124,,
0.6362667001065182,-0.7676492296420007,1.0,training,0.9550691244239631,,0,-0.4067531682562373,-0.33957350357373184,,
-0.5327027919795545,1.0907497344345,1.0,training,0.9447004608294931,,2,-0.33742344564006366,-0.5557019720365171,,
0.010257816959411624,1.8014492086201552,2.0,training,0.8360215053763441,,2,-0.3829389555772231,-0.525408101382857,,
-0.7395629963913133,1.5430145954067358,2.0,training,0.8863287250384024,,2,-0.26528842064218516,-0.018157745688095868,,
-1.5106641748447036,0.5734161903997486,2.0,training,0.934715821812596,,2,-0.41841580245519117,-0.3086889450764687,,
-1.0094005802514316,-1.0368671611243467,1.0,training,0.9316436251920123,,2,-0.4567821167105423,-0.432541002517537,,
0.6006052017330761,-0.01325026793402666,0.0,training,0.978494623655914,,0,-0.15691089846475653,-0.6154729604767336,,
-0.18954566825657565,0.4280281070213674,0.0,training,0.9850230414746544,,1,-0.24063765367901468,-0.5860688235848903,,
-0.16571054467651206,0.9223550870561044,1.0,training,0.9623655913978495,,2,-0.5607616803856683,-0.3466608305914681,,
-0.4723461810937867,-0.398687850571624,0.0,training,0.9865591397849462,,1,-0.5167934594662916,-0.38753277836724936,,
0.2572713594988108,-2.113931948675743,2.0,training,0.7315668202764977,,0,-0.3588627441294748,-0.4016716542036339,,
-1.2266216593966155,0.9674461500502349,2.0,training,0.9339477726574501,,2,-0.2293031487583452,-0.34287676141048046,,
0.5037794661678846,1.9103425015880429,2.0,training,0.783026113671275,,0,-0.39433644249145483,-0.3729707885711876,,
-0.17346389707287913,-0.5100295397556169,0.0,training,0.9869431643625192,,0,-0.5107012001297885,-0.36405628723718536,,
-1.359157886090095,-0.5534931727535469,1.0,training,0.945468509984639,,2,-0.6493073616272927,-0.015867368359201273,,
0.2061297993714589,-0.6265270449478639,0.0,training,0.9773425499231951,,0,-0.28171043347881874,-0.5841066834399272,,
0.7257553441912135,2.662726713718078,2.0,training,0.5072964669738863,,0,-0.3297475536699532,-0.5511213750282595,,
0.2869044880033464,-2.3205942757907416,2.0,training,0.6724270353302612,,0,-0.4295121571710122,-0.36256955873060764,,
0.6984571491073361,0.0037708890862693397,0.0,training,0.9742703533026114,,0,-0.5960538249050529,-0.2643064868606472,,
0.1786201988259366,0.7816811529768891,0.0,training,0.9696620583717358,,0,-0.6537631763345347,-0.05920850121809376,,
-1.8208161991253384,0.16349451684802313,2.0,training,0.9208909370199693,,2,-0.37887403231258865,-0.11140815794275387,,
