f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,r,r_diff,closest_centroid,x_mds,y_mds,x_pca,y_pca,label,subset
-0.6711335801888001,-0.056918226618107415,-0.9607039049536602,-0.5506254724736982,-0.5506254724736982,-1.5408374190156138,-0.6106816587470876,-0.2949451465500241,-0.9325911408409504,-1.1284096760718012,-0.30236450479121946,-0.9268663609809152,-0.2977806466732835,0.12858308114613082,-0.19297684329514306,0.1291390728476821,,0,,,3.7937655302600857,-0.807434107930313,0,unseen
1.4877345373643336,-0.5916248642173931,-0.8612425367550703,-0.5506254724736982,-0.5506254724736982,-1.2805096480926654,0.09762229003061797,-0.22078582242035427,-0.9325911408409504,0.8848458388869043,-0.5036326206206446,-0.9268663609809152,-0.2977806466732835,0.5920499734465361,-0.036122414310988976,0.061258278145695365,,0,,,3.8526876865418997,-5.446421365512626,0,unseen
-0.6711335801888001,-0.3103336946746409,-0.6543628909020034,-0.5506254724736982,-0.5506254724736982,-1.5408374190156138,-0.6106816587470876,0.446648094746674,-0.9325911408409504,-1.1284096760718012,0.5027079585264814,1.0772519625970254,-0.2977806466732835,-0.4774890087851684,-0.192405771344958,0.11754966887417219,,0,,,3.767649168745405,0.5829529753860683,0,unseen
-0.6711335801888001,-0.9573878564456564,0.15823648728047612,-0.5506254724736982,-0.5506254724736982,-1.5408374190156138,-0.6106816587470876,-0.15849199015143167,-0.9325911408409504,0.8848458388869043,-0.5036326206206446,-0.9268663609809152,3.1136362353908256,-0.3586513440927568,-0.19297684329514306,0.02152317880794702,,0,,,3.8603657463183962,0.8160242900877076,0,unseen
-0.6711335801888001,0.048671551738781904,-0.1650129593649411,-0.5506254724736982,-0.5506254724736982,-1.0201818771697169,-0.6106816587470876,0.07585147409832492,-0.9325911408409504,0.8848458388869043,-0.5036326206206446,1.0772519625970254,-0.2977806466732835,1.0674006322161826,-0.19297684329514306,0.11920529801324503,,0,,,3.831346985375829,0.3689871764516758,0,unseen
1.4877345373643336,-0.7250903440605005,1.3438159962076677,-0.5506254724736982,-0.5506254724736982,-0.4995263353238202,-0.6106816587470876,-0.6538762753376259,-0.9325911408409504,0.8848458388869043,-0.5036326206206446,-0.9268663609809152,-0.2977806466732835,-0.59632667347758,0.06381517697139072,0.06622516556291391,,0,,,4.10575848359532,-1.1524346698834405,0,unseen
-0.6711335801888001,1.9357720705331019,-0.8612425367550703,1.7542362808937697,1.7542362808937697,-0.23919856440087184,0.09762229003061797,0.5089419270155966,-0.9325911408409504,0.8848458388869043,-0.5036326206206446,-0.9268663609809152,-0.2977806466732835,-0.0021383500155218726,-0.13320464584244354,0.016556291390728478,,1,,,6.449318385408516,2.106461916979701,0,unseen
-0.6711335801888001,0.9288679441218086,0.01700134443847845,1.7542362808937697,1.7542362808937697,-1.5408374190156138,-0.6106816587470876,0.2731152762832467,-0.9325911408409504,0.8848458388869043,-0.5036326206206446,1.0772519625970254,-0.2977806466732835,-0.7626994040469562,0.08151840742712657,0.026490066225165563,,0,,,3.9287878142533184,-0.19186106167805717,0,unseen
-0.6711335801888001,-0.7960466751163302,-0.795598033744001,-0.5506254724736982,-0.5506254724736982,0.021129206522076727,0.09762229003061797,-0.023522020235432598,1.0706391715575374,0.8848458388869043,-0.5036326206206446,1.0772519625970254,-0.2977806466732835,-0.3111162782157921,-0.19297684329514306,0.15066225165562913,,1,,,4.524269157772485,1.2634987084846443,0,unseen
-0.6711335801888001,-0.13378758526192236,-0.5956806836648354,-0.5506254724736982,-0.5506254724736982,0.021129206522076727,0.09762229003061797,0.6201809132101015,-0.9325911408409504,0.8848458388869043,-0.5036326206206446,-0.9268663609809152,-0.2977806466732835,0.4732123087541245,-0.15490537994947454,0.14735099337748345,,0,,,5.768648445487313,1.3801453715559913,0,unseen
