f0,f1,f2,f3,f4,f5,f6,f7,label,subset,r,r_diff,closest_centroid,x_pca,y_pca,x_mds,y_mds
-1.0157556819102835,-0.7409049043023005,0.4649291044073629,0.2124107978918328,1.0218337265164086,2.1173906025026783,1.1951916295679412,-1.85346922302326,0.0,training,0.145,,0,0.6990918263426312,-2.6867874321909864,0.6907236,4.8448973
-0.015846574434711717,-0.6203317628701344,-0.3606136633449673,0.5285788076243653,0.2782183945737891,2.421026033217168,0.1708479410564825,-1.997570326246632,0.0,training,0.15,,0,0.2240715850232604,-2.7960506602745725,0.7839609,4.9314623
0.9345706130022088,-1.361562098498998,-1.59618135533075,-1.4797113245837754,-2.0351249245385983,1.153166285370405,0.5891052375572708,0.13920522055998535,0.0,training,0.0705,,0,2.215558055566014,-0.1689821501533917,-1.8215691,4.3519244
0.2744849427404095,-1.3151580233236888,-0.42154563553977376,-1.3525608399601166,-1.2604167903690435,-1.1788590478634078,1.0455374528012356,1.1539918679472625,0.0,training,0.1345,,2,2.111878411051534,1.3051122993902404,-1.7315367,4.6165066
-1.3728534970939816,-1.3834006660023976,-1.4230590670103718,-0.8186375973514926,0.8087207661037248,-0.8405091307481407,0.7323146177455642,0.598222896361187,0.0,training,0.1685,,0,2.806068021519264,-0.6404758955700351,-1.0361391,3.3067207
-0.8589833768809657,-1.5445259846056472,-2.167926578596271,-0.9774693562816166,0.157881051385819,0.6377894273904174,0.5334607102029145,-0.0422361668192956,0.0,training,0.1755,,0,2.9163493532278153,-1.531022571389991,-1.0566436,3.7638319
-1.1954646193681784,-1.9026815210538657,-2.2061169443227526,-0.8201993568561001,-0.8514421726100301,0.3211725450278422,0.8536678910428273,0.5224592393488434,0.0,training,0.118,,0,3.4971984397543787,-1.0240242157539645,-1.7398254,3.8956852
0.8345205373176381,-1.2317645630805176,-0.9539106690003047,-1.023651055119507,-1.4336017877367981,2.050731112596296,0.7555330602438285,-0.8767199903330926,0.0,training,0.119,,0,1.4586750378785216,-1.2102626860364172,-0.38904628,5.2151723
-1.7050428749201745,-1.980508857563752,-1.9348195748657957,-0.6294370863702309,0.0922816028603043,0.971067128341487,1.1572244040955646,-0.2645296125850163,0.0,training,0.12,,0,3.3293026196752145,-2.133663571793171,-1.2535579,3.8449807
-0.038732740270515945,-0.6510282815483752,-0.15730118000947405,-0.2927268269245276,0.17312576196966098,1.5530994727048637,0.6368784641332217,-1.1500373789244842,0.0,training,0.356,,0,0.8006896545817315,-1.6087588756465683,0.46611384,5.4123235
