f0,f1,f2,f3,f4,f5,f6,f7,label,subset,r,r_diff,closest_centroid,x_pca,y_pca,x_mds,y_mds
0.22221999999999997,-1.4774100000000001,-0.8597,-1.8353599999999999,0.73015,2.38561,0.26845,-2.3976900000000003,2.0,training,0.041166666666666664,,2,1.6398429489578863,0.03056218981065617,,
-2.99755,0.99136,-2.9159,-0.41991999999999996,0.26247,-0.17289000000000002,2.0695200000000002,-1.51427,0.0,training,0.019666666666666666,,1,-1.4939858879005077,-0.34675148222347274,,
-1.24296,2.27392,-1.23213,-2.6762099999999998,1.35659,0.22499,-0.6342,-1.77655,2.0,training,0.152,,2,1.3291614125309619,-0.6295089635855557,,
0.02216,1.54221,-1.68776,-1.0523200000000001,0.59751,-1.13099,1.5911,-1.45268,0.0,training,0.16166666666666665,,0,-0.8037212837418224,0.2288102207546069,,
-0.49113999999999997,1.80128,-0.8210299999999999,1.1812,-2.4651,-0.44193999999999994,-0.27057,-1.74385,0.0,training,0.05616666666666666,,0,-0.9215683525468472,4.073069179074779,,
0.22596,-3.31334,-0.084,-3.9192199999999997,2.57616,-0.21724000000000002,-1.01319,-2.5243599999999997,2.0,training,0.03166666666666667,,2,4.050187932188248,-2.180442463519182,,
-0.7260300000000001,2.24493,-1.05506,-0.98729,1.9485299999999999,-0.29155,1.48724,1.12592,1.0,training,0.1765,,1,-2.409523315370039,-1.401347602057337,,
-0.72213,1.3538299999999999,-1.3523,-0.8924700000000001,2.28159,-1.844,2.33975,1.24504,1.0,training,0.09416666666666666,,1,-2.8215557111284078,-2.0226473155764495,,
-2.07634,0.72258,-0.65612,-4.763,2.18608,0.33684000000000003,-2.95005,-3.11742,1.0,training,0.03933333333333333,,2,4.887819589479875,-1.7044300677635,,
-1.78683,-2.65824,-2.1992599999999998,-5.5895,3.55537,-0.45461999999999997,-0.06256,-4.38457,2.0,training,0.005666666666666667,,2,5.169608284304277,-4.102203161577265,,
0.58797,2.22517,-0.32306999999999997,-1.10972,1.9568900000000002,-1.09414,1.07406,1.25532,1.0,training,0.134,,1,-2.0739783625094947,-0.9755536728401738,,
1.21021,-0.18029,-0.30426,-2.1013900000000003,2.44424,-0.37937,1.072,-0.03701,0.0,training,0.09983333333333333,,1,-0.20411879500374186,-1.664766799849978,,
-0.45433999999999997,2.5041900000000004,-0.51675,-0.8245899999999999,1.393,0.85672,0.5776399999999999,1.02445,1.0,training,0.14633333333333334,,1,-1.9556650354355274,-0.4865987003964703,,
0.8627299999999999,-2.3456200000000003,-0.23237,-2.45463,0.79788,0.7912899999999999,-0.68198,-2.95762,1.0,training,0.049833333333333334,,2,3.0921834686877365,0.16266586912866515,,
0.11705,0.36103,-0.07382999999999999,-2.40646,1.59825,-0.42338000000000003,-0.83224,-0.9885200000000001,2.0,training,0.2175,,2,1.3942674072761643,-0.6510733878523631,,
1.7637099999999999,0.78998,-0.06109,3.6068800000000003,-4.11915,-0.6270399999999999,0.8885200000000001,-0.91801,0.0,training,0.009,,0,-3.0274342793826547,6.459399418547323,,
-1.5457100000000001,-0.76827,-2.19353,-4.080430000000001,2.01745,0.48261000000000004,0.013019999999999999,-4.0511800000000004,2.0,training,0.023,,2,3.6738004004913654,-1.998818653583517,,
-1.70829,0.63684,-0.49261000000000005,-2.51145,1.67091,0.8219799999999999,-1.2665899999999999,-0.9106200000000001,2.0,training,0.194,,2,1.4711684390964817,-1.149440197430856,,
-2.5287900000000003,0.01234,-1.4377799999999998,0.09064,1.5340799999999999,-2.024,1.98649,1.51642,1.0,training,0.068,,1,-3.143597940242241,-1.694348163008682,,
0.75542,1.7687099999999998,-0.21400999999999998,-1.34495,0.06035,0.6562399999999999,-0.7378399999999999,-1.51596,2.0,training,0.20033333333333334,,0,0.7528606299678486,1.4781051531587521,,
1.9084,2.9289099999999997,-0.93925,-1.5981299999999998,-0.54487,0.07276,-0.05407000000000001,-3.0996599999999996,0.0,training,0.058833333333333335,,0,1.1839164492092924,2.456854767160936,,
-3.6756300000000004,-1.84528,-1.3790799999999999,1.4733399999999999,0.01535,0.16083,1.5658299999999998,1.16451,1.0,training,0.04533333333333334,,1,-3.140600057429743,-0.3032295105671802,,
1.6957400000000002,1.16093,-0.40576999999999996,-0.63879,-1.0639,1.7842,-0.2118,-2.5265,0.0,training,0.062,,0,0.8114146709567992,2.917101717045519,,
0.56808,1.35934,-0.92453,-1.2399799999999999,1.3639,2.16858,1.33271,-0.30205,0.0,training,0.1285,,0,-1.0925217307641788,-0.4404132140642836,,
-0.7652800000000001,1.60069,-1.8878099999999998,-2.19888,1.86225,-0.06498999999999999,1.4165,-1.2626600000000001,0.0,training,0.14133333333333334,,0,-0.22588456756337028,-1.4659244124926099,,
-2.98835,-0.7421800000000001,-1.04823,0.88107,0.3332,-0.36503,1.06587,1.1849399999999999,1.0,training,0.1045,,1,-2.7311163666076883,-0.31129219057090585,,
-0.5394,1.17725,-0.9087299999999999,-2.62637,-0.0038399999999999997,0.40164,-1.6790900000000002,-3.60204,2.0,training,0.10483333333333333,,2,3.21258776846145,1.184100408669918,,
0.74228,3.45324,-2.01031,-1.06979,-1.20272,0.43996999999999997,0.6773100000000001,-3.70745,0.0,training,0.027,,0,0.5905880069107345,2.8261610146034712,,
0.62062,-0.44556999999999997,-0.26115,-0.8979600000000001,-1.54025,1.00468,-1.42541,-3.5112300000000003,0.0,training,0.03383333333333333,,2,2.4939648565158437,3.175573308909291,,
0.64499,1.62771,-0.10555999999999999,1.9965700000000002,-2.7221,-0.25237,-0.068,-0.78381,0.0,training,0.03383333333333333,,0,-1.9061634251587107,4.700732536832085,,
0.33084,-1.3857700000000002,-0.60037,-2.06105,1.20992,0.2923,0.15503,-1.8804599999999998,2.0,training,0.13483333333333333,,2,1.532618951017835,-0.4787956862567721,,
-0.96639,1.76738,-0.86011,-2.99036,2.23923,0.42177,-0.50078,-0.9458200000000001,2.0,training,0.14383333333333334,,2,1.1097275739903187,-1.6413067828754706,,
-0.35457,1.1314799999999998,-0.32495999999999997,-1.47678,-0.26629,-1.56464,-1.4834200000000002,-2.10683,0.0,training,0.13233333333333333,,2,1.6478435351155758,1.5726784627360868,,
-2.37148,-0.8393700000000001,-0.44038,1.14952,-0.25594,-1.67157,0.34686,1.0743200000000002,1.0,training,0.06366666666666666,,1,-2.340397082638295,0.6619826762672695,,
-0.8729,1.52147,-0.728,-2.15199,0.96691,-2.32252,-0.86615,-1.4893299999999998,2.0,training,0.10616666666666667,,2,1.2044167345164594,-0.09358837600237066,,
-2.48722,-0.35494000000000003,-0.31111,-2.27738,1.08397,0.96652,-2.0661099999999997,-1.30483,2.0,training,0.1225,,2,2.1915763946616607,-0.6487017091015863,,
0.28223000000000004,0.00161,-0.23478000000000002,-2.86617,0.23381999999999997,1.98742,-2.06799,-3.5400199999999997,0.0,training,0.030166666666666668,,2,3.871522316572488,1.0951272951261646,,
0.11921,-0.39461,-1.27958,-1.04348,0.17915999999999999,0.62862,0.956,-2.14074,2.0,training,0.146,,0,0.3924288226898959,0.65748104774497,,
-0.96347,2.61976,-2.5789299999999997,-2.20777,2.33794,0.9101600000000001,2.51587,-0.90117,0.0,training,0.043,,0,-1.304287804927843,-2.1484084915621637,,
-0.46853,1.17015,-1.5791899999999999,-1.65002,1.369,0.93086,1.31136,-1.13126,0.0,training,0.21666666666666667,,0,-0.4257715491476449,-0.8003326559814248,,
1.16962,1.42482,-0.8725299999999999,-1.9961099999999998,1.57477,-0.60245,1.0198200000000002,-1.05155,0.0,training,0.20066666666666666,,0,-0.0480266248720172,-0.5204851991921828,,
0.41246000000000005,3.1122900000000002,-2.1524,-3.14153,3.5717800000000004,2.21585,2.73608,-0.35062,0.0,training,0.009166666666666667,,0,-1.2182962090345562,-3.196920534195822,,
-1.0946799999999999,0.13598,-0.83016,0.01042,1.32218,1.16359,1.64135,1.3362,1.0,training,0.16083333333333333,,1,-2.718961408631893,-0.9554939663019089,,
0.406,2.17198,-0.24286999999999997,-1.53993,0.85693,-0.29288000000000003,-0.44006000000000006,-0.60546,2.0,training,0.23216666666666666,,0,0.07109595697139859,0.4481730015590505,,
-2.61945,-0.45564,-1.22976,0.48613999999999996,1.01834,-1.9929599999999998,1.65871,1.42021,1.0,training,0.06766666666666667,,1,-3.0232351507597985,-1.096547151273228,,
-2.0209,-0.8993200000000001,-1.5853700000000002,-1.59686,3.12031,1.62614,2.24949,0.99292,0.0,training,0.03183333333333333,,1,-1.80213224062424,-3.584512059841233,,
0.50229,-2.1842900000000003,-0.21119000000000002,-2.70647,2.41736,-1.5976,0.19801,-1.08701,1.0,training,0.043666666666666666,,2,1.6295673802537491,-1.939074654945288,,
-0.19326,1.24031,-0.44953999999999994,-2.11633,1.37822,-2.1038799999999998,-0.4879,-0.91522,2.0,training,0.13083333333333333,,2,0.7629382005022489,-0.4537014457540585,,
-0.46396000000000004,2.29106,-2.36592,-1.6642099999999997,1.6734799999999999,0.42918,2.48236,-1.0815299999999999,0.0,training,0.08733333333333333,,0,-1.3829561232815735,-1.2451399356763495,,
-2.95075,-0.23069,-0.84434,0.44805,1.37784,-0.24845,1.2202899999999999,2.23103,1.0,training,0.0915,,1,-3.2646540090402834,-1.4840957678799742,,
0.1913,0.98188,-1.32586,-0.4457,0.42268,0.57973,1.6832,-0.80829,0.0,training,0.21433333333333332,,0,-1.4106581776656864,0.460453623334789,,
0.22380999999999998,1.4279,-1.5595700000000001,-0.9015799999999999,0.41331,0.25631,1.5245,-1.46967,0.0,training,0.20433333333333334,,0,-0.7979607561805309,0.5152530030328292,,
1.07158,-0.62553,-0.10402,-0.8591200000000001,1.28906,0.72208,0.9992200000000001,0.12752,0.0,training,0.12683333333333333,,1,-0.8610244703047142,-0.3310045558410256,,
-0.43116000000000004,1.19189,-0.8705799999999999,-0.64877,1.8720400000000001,-1.2357,1.7554900000000002,1.28905,1.0,training,0.1645,,1,-2.5852315933033374,-1.3653329118803215,,
-1.05817,-1.05225,-1.1727299999999998,-4.43791,2.99858,-0.24689,-0.5885199999999999,-2.66332,2.0,training,0.05,,2,3.562302090824427,-2.9133376996966045,,
-0.11877,3.23236,-2.21949,-1.74948,-0.10536,-0.76535,0.8092199999999999,-3.1992599999999998,0.0,training,0.04083333333333333,,0,0.606492875649816,1.2373702590449738,,
0.57172,0.9508,-0.43823999999999996,1.7694900000000002,-2.8228,0.33238,0.10552,-1.5842,0.0,training,0.03933333333333333,,0,-1.2878604909549947,4.677476122237699,,
