f0,f1,f2,f3,f4,f5,f6,f7,closest_centroid,a,neighbor,r
-0.4141563254796302,1.4167586411303255,1.3282727355330366,-2.3669027932249347,2.0712780527927572,0.3478043034383648,1.2296840036481846,0.396139043437991,2,2.7524018490376516,1,40.623
-0.046536341692257774,0.030183789138344054,0.31895858185537285,-0.530155556391908,-0.2874521033467294,-0.3415060198693562,0.457573511404125,0.5233514865737574,2,0.47655349544953546,1,396.68500000000006
-0.16399997659127824,0.06192573411004006,-0.23512687666535195,0.06270542206035853,1.0866641355128024,0.363598049271904,-0.21624808448756658,-0.6072429830837524,0,1.494967536011353,1,360.58050000000003
-0.12407811245650795,0.5287846905735695,-0.1994695778553948,-0.5236873119353038,-0.1236958214111999,1.8113522954757098,0.20369698304068962,-0.4392546833155442,2,1.3540836494673816,1,239.092
-0.40262641104617863,0.0050565430492601655,0.18435210954365397,0.5472823131148088,-0.21659803018545817,0.5759275345581221,0.10733913875114437,-0.3275712731827927,0,1.3968586817360598,1,404.01700000000005
0.06636553667367925,1.0583226677107582,1.014171271663439,-0.25996692659863074,-0.8980873413689008,-0.9102501875090587,0.10879313703743103,1.3628754311035858,2,0.6947692934012407,1,199.389
-0.2308968118186389,0.20007282420490505,-1.104767505456715,0.4890333887722183,-0.502318568018802,0.09479177609576618,-0.8372513145184305,0.39144472590839585,2,0.9316187231485324,1,285.567
-0.4398406459191057,0.5157693507743528,-2.6422914979245453,-0.48142965836901175,0.19564984899777124,0.44420618664591605,-1.3479363713591954,0.7949947522096287,2,2.345819465847028,1,81.16300000000001
-0.9709041497053121,0.39340879581687305,-0.34640234097906164,-0.7648733624587006,0.2415716464553367,-1.0600786158447428,0.23109384867836094,1.4792303595379686,2,1.2728517905040222,1,196.15450000000004
-0.15282386477404566,-1.9074131926633615,-0.8903027995396325,-1.1379874818604772,0.905779602857097,-0.8762719651523176,0.9403971341897452,-0.15925013261482424,0,2.3366002865818385,1,110.51850000000002
-0.061496933738594925,0.02336387488662992,-0.12858695701700698,1.424760739330544,1.4321456615730679,-0.899240034272812,-1.1215622881862068,-0.6654806575121802,1,0.47752590512997534,0,179.734
-0.7102071233500115,-1.6332337390309515,-1.2254817646205867,-0.26645364468029775,0.4463947309827152,0.5775892280675965,0.6513361013833062,-0.7212666099743877,0,2.078072264816681,1,210.1655
-1.8671129078655593,-0.39701669249820026,1.7949302323754188,1.781958122642157,1.7244281380809856,-0.2054493867793565,0.9173052843047897,-1.2019088199750942,0,3.086400649995209,1,40.687000000000005
-1.2135515700264468,-0.10305451103029037,-0.303328354919781,-0.07459000878748742,-0.43150194208842113,-1.1485455007741088,0.3431353812390029,1.4117702162238388,2,1.2620523753383606,1,207.818
-0.6982531683435544,-0.9986500742250384,0.40120303700657706,0.7238659014035134,-0.588046081324892,-0.1009502969857756,0.7684761851849827,-0.2467211072055792,0,1.2825321951805988,1,288.06350000000003
-0.26546489112587013,-0.8006243500085757,0.02596167892188868,1.1340202363018452,0.7761155036038546,-0.7252045914919262,-0.23045154457525155,-0.6956558958848709,0,1.057758458262857,1,263.343
0.7089970936257426,-1.058949306110195,0.22023008155975987,1.033692032478954,-0.3076960051011407,0.9976187848548941,0.03118446446932907,-1.719318782070632,0,2.0159388513854273,1,181.435
0.5186202125444157,0.9599133496838335,0.8159034932846168,-0.8129132941891503,0.008026489077104178,-1.5846050063259987,-0.07595692192465638,1.3616994290293,1,1.2742863356664946,2,159.62
1.1557217416132732,-0.7301027510460529,0.4981697810873892,-0.9907008871585391,-2.118668402446569,1.433935265807296,1.1738326716931633,-0.3715142733882215,0,1.6580758452902982,1,65.38950000000001
-0.2526007262052524,-1.3292646526405287,-1.2737348120189589,-0.7390837019061371,-0.20425522584024272,1.7480782239076338,0.7546664562026475,-0.9358229174672354,0,2.5940540310045646,1,150.74150000000003
-0.7869952697207765,-1.5137014303256937,0.7662097000076294,1.4195016286953333,0.5801014455725011,-1.5624266723132,0.5781488820575656,-0.5134605460727695,0,1.1783087421477498,1,118.994
-0.7391902991070641,-0.4022692752826784,-0.4799760565285791,0.6127467431448708,-1.3086468214849127,-1.2477764628871033,-0.07425847056572693,1.2956721949332768,2,1.5695938572873886,1,161.91500000000002
-0.3532669755178222,1.2463750089653756,0.8071778924014601,-0.1474893205833182,0.22862932005325234,0.9087952478470485,0.13390920951582316,0.02412625763117994,2,1.4778597633750854,1,271.69100000000003
-1.176040760043004,-0.4281822805898485,-0.7864716509292743,-1.267951889638198,-1.4622624318868613,1.4869902875220748,1.359332980568202,0.7547874953302497,2,2.1981571511862694,1,112.011
0.6633942495821953,-0.857872085285005,-0.08588487253893667,-0.47209687158841157,0.4454305813383464,1.0774404371945219,0.47098562621902484,-1.3298231119994164,0,1.6788760312687903,1,217.7555
-0.2526538920558617,-1.2046702899518342,-0.21321605064795024,0.9281855796359666,-0.6398746239083564,-0.9613232657112861,0.09528642299112687,0.03499020919459697,0,1.1741818833596374,1,238.27500000000003
1.2806585409521005,0.24527127072285218,-0.4785021026032327,2.1745622315038178,1.1059673537787054,0.15275466145450067,-2.245128469077994,-1.8044511945144783,1,1.6956154839619335,0,75.4705
0.14878932849610324,-0.827914336166419,-0.5481560584922095,-0.15452743878729566,1.3103623544440433,0.5970866043348929,0.06535400091846924,-1.2693481101415023,0,2.2304541257510717,1,230.714
0.8721039462130568,-0.42642810172567075,0.6613432946294651,0.10958915753761511,0.5159271696972123,0.8250957048146021,0.2316163286430091,-1.4690575776841315,0,1.4426776404526933,1,242.655
-0.8121752987472834,-0.10367474642228246,-0.2286738394008765,-0.30385359966044456,0.29289137785590313,-1.0822201178085984,0.2483970090801432,0.9458734797466788,2,1.159919495123034,1,288.75600000000003
0.2359425732280278,-1.0111064798569669,-0.5623960489994139,0.9992852339609934,0.4856797539395102,-1.0770161301976457,-0.6283902378991679,-0.4919669762081936,0,1.2717739549038316,1,235.24
-0.2367757015356413,-0.9544811467001173,-0.3839224103560588,0.8886985206125322,-0.13154066274481935,-0.7575398821518063,-0.16210742493511332,-0.15707227248747746,0,1.0682496913296318,1,298.591
-0.5350242491554382,-1.5226054051799882,-1.2628961772688145,-1.4749430880268688,-1.2366535417078575,2.3961832970837014,1.6029046167630177,-0.5125745250377547,0,2.63606822666741,1,63.7655
0.9657211428082795,-0.6653971029849387,-0.16631294054582005,-0.9266778105719223,-0.8075326580899992,0.7229111094529476,0.5299560786778433,-0.35869304107791006,0,0.8678963057491558,1,238.19
1.4473040515510995,-0.3438201715684693,1.3201157053548884,1.3002396712796325,-1.1367740238594806,-1.1436496088112873,-0.3853693932917402,-0.3427217490564168,1,2.1096772281076377,0,138.1895
0.46355502908868845,-0.5679167335920636,-0.9221086757378396,1.3013209772239167,1.3019044073606945,-1.2465441622694156,-1.4688064007097512,-0.7030168149560718,1,0.3935800412151904,0,135.50400000000002
-0.5307103736327073,-0.8257988246750578,0.32469211412960186,0.9751769616073706,-1.4964835365717344,-0.15751928217422673,0.5287097685694343,0.14444964467422947,0,1.7837396063852582,1,219.2375
0.5515278460362729,-0.0497739259933802,0.791082778546535,1.1046751993942117,-0.5922612541644096,-0.9758191878855363,-0.4005071481124333,-0.0027864110744181794,1,1.3365796720460845,0,273.166
0.4653862602517272,0.08835051769853484,0.23072075568238518,-1.1744764990155443,-0.7277022850914489,-0.3684442564908954,0.5372261781626279,0.8457688167293065,2,0.8119733187576252,1,283.86350000000004
-1.7457249671044865,-0.4579362483621122,-2.4034140128854404,0.3850017835913172,0.1290106749518189,2.7165410421122553,-0.21500327787491824,-0.8554557288085178,0,3.1442608021117686,1,38.718500000000006
-0.46830884185678134,-0.8988182177375478,0.8757863101132464,1.1616391328261915,0.48949123176024173,-0.21744341100490483,0.5085805050345645,-1.001550129340537,0,1.1227977502100688,1,232.05100000000004
1.0448636917458172,0.5930909699307243,0.7012592817002263,-0.7978109613795461,0.038271499328896105,-0.2658835385724797,0.0023773513362784233,0.1928929046563889,1,1.6644853949903682,2,294.994
1.0944839080370912,0.6408287085677136,0.4787937457006298,0.9768280495056234,-0.36624427416100536,-0.3037712949486778,-1.0651454897432244,-0.26989307343425145,1,1.093975166924778,2,242.651
-0.1553843529191539,-0.41821304928490405,-0.22084016551035004,0.01851471724016619,1.0760470436463918,0.8497856435435014,0.14501062123546873,-1.1140021432049925,0,1.992499113190833,1,291.22700000000003
-1.9299450158113558,-0.29422746625090745,-2.3505257659417187,0.8582887435949621,0.8294813989944672,2.3099907223373175,-0.5874351395207813,-0.9935129936649172,0,3.020232157459569,1,30.3835
-1.2128121174697877,-1.8217942941332912,-2.1978003057261963,-0.5514690061088352,0.27579895713934527,1.8185464842752033,0.7563318968443712,-0.9510842955993559,0,2.0788698522486397,1,81.7745
-1.2372970524705178,-0.6967345851359759,1.2445290312991062,1.384881796859531,0.2303019924166157,-0.20924605861312537,0.8732805906079971,-0.6325523784350283,0,1.6933104982078808,1,156.238
-0.5093543140087345,0.537907345159024,-0.3752543423166576,0.13693837698154843,-1.9249997375699166,-1.7761592569976026,-0.3754957968317856,2.4418358966978055,2,1.3656027280495333,1,65.2675
-0.6336871549797523,0.5633872393017476,0.8904363223212413,-0.24039375205768776,-0.6812674000169617,-1.6646431623980027,0.4692431510262781,1.7601534902435465,2,0.8906859217733684,1,125.62100000000001
-0.30060344415213675,0.1367770771399416,0.4575320034823908,0.3566331509544563,-0.7347194071557623,1.5122866525200942,0.45252527092464634,-0.5848998548898747,0,1.5815998449986575,1,253.60600000000005
-0.6150273611320202,1.2299502074766104,-1.1131672640214814,-0.9438742336688428,-0.26247868676053593,-0.4529240761324195,-0.5881967205289734,1.8527057099449387,2,1.4736137627237913,1,147.15900000000002
1.4730374366703285,-0.4525171599970986,0.6655419489327905,1.3632061811992662,-0.3849205802075822,-1.0250837136257214,-0.8334281250353387,-0.7287939317180575,1,1.7758043779913537,0,188.674
-0.3671163646979182,-1.1044519456341804,-0.8738949718971749,-0.5990541342819006,-0.24276685639567697,0.8240816941796267,0.7154816974873844,-0.3523313037953638,0,1.8204155125499368,1,279.01750000000004
-0.6842602691183814,-0.8124215958019229,-0.4932499954762182,0.8888483654105861,0.2991933421745979,0.04227605931175345,-0.04335800919395911,-0.5546290957249481,0,1.3993490307071288,1,316.7075
-0.033409686527406654,0.8692512900187979,0.899897521841077,0.6187998977659286,-0.6510032936221506,1.8335336054446238,0.0934979898384397,-0.7518353965821594,2,1.6973769746509801,1,149.74650000000003
-2.0250506704967597,-1.453044127709641,-2.069146376104263,-1.272383895086309,-0.32100719685937046,0.953027225394136,1.320637300126799,0.6212808436683225,0,3.325092716169585,1,66.13550000000001
0.388771960863219,-0.8762782525944535,-0.9448025732644736,0.04717340032312702,0.5991500953984564,-0.0008160544062484884,-0.3518125607509588,-0.7101234218689296,0,1.5348546607872995,1,304.69500000000005
0.5151206334567361,0.42778350046017044,1.3511417096390261,-2.427656207605149,-0.5360236348269607,0.35943547214938715,1.7308768820411204,0.7677654969250534,2,1.0962109972454346,1,70.933
-0.22925221711595936,1.1001690207282016,-1.3652226629575055,-1.3895370175638262,0.6543466327841115,-0.6154337242215393,-0.7415270731770872,1.5246153061552385,2,2.213334850488874,1,120.76400000000001
