f0,f1,f2,f3,f4,f5,f6,f7,closest_centroid,a,r
-0.3720317149442808,-1.0525692480046538,0.290947817669318,0.9251102939293655,-1.0410082817929576,-0.40631934248436513,0.4948622574057032,-0.07459443112342176,0,3.058799192154231,8.3375
-0.7707130086800091,-0.45006652388414436,-0.716957828634937,-0.9161509805605947,-1.816897125020379,2.0483131366742615,1.173174106180562,0.25921946485844743,2,4.832683491458009,0.3335
-0.8057759059135489,-1.5400199668693553,0.9337319888631417,0.5849751197689386,-0.20442082833943623,-0.221046203406781,1.4319802265421937,-0.6291276427447872,0,3.8423302143542504,7.6705000000000005
-0.4132743628914571,0.0005678573660861154,-0.6434483667239864,0.552438921049838,-0.49077426638962274,-0.09748401294853587,-0.4387745923710999,0.3584660429199825,2,2.201696514394255,6.043
-1.452440601264851,0.6537812337303902,0.2094187828087395,-0.5850365204888945,-0.5857947112877332,-1.897609838767908,0.5181248561172914,2.504717492026026,2,3.619377766709098,1.0025
1.0155930426632436,-0.03934270115806543,1.2691198123576255,0.6302392911144465,-0.615464660949817,-1.4584199827505449,-0.1482422096385463,0.20654792510067324,1,4.609467329471139,3.305
-0.5155243100680931,-0.19685080886422798,1.1593644825783622,-1.486335812435035,-0.3066046159982277,-0.6392805532475224,1.746557772390112,1.0112788603374923,2,3.5285616626026775,1.322
1.1663489336569806,0.7413066563317364,0.3685144691673848,-0.7579103836497056,-0.2239720146488487,-0.8660029904361619,-0.403281395803766,0.7411946200030072,1,3.823556073316148,6.61
0.04364934774321372,1.3717374017920019,2.455143592203244,0.010710363335235795,0.8349581829194855,0.7314201848428301,0.6743016045180885,-0.643915089661005,1,5.575669644085743,0.336
-1.0363204079505124,0.2767906093350295,-0.6454892354334395,-0.8489651237135905,-0.15662833070064552,-1.4914698960993624,0.17931052680644177,1.9815301654342445,2,3.954392314481422,1.6800000000000002
0.5762451083223681,1.4349014147031465,1.355919102335286,-1.4809824434680383,2.1546194540923294,0.8473754993497465,0.3922046460083387,-0.6981639610765844,2,6.58111754293007,0.0
0.1512940896800844,0.3449245615243527,0.6883266061131421,-1.7060514755863372,-0.7880884581215926,-1.500388234853591,0.9293528156433982,1.9210517650658792,2,3.9625299890911463,0.661
1.590999885153718,0.23804712262297165,0.8045374523110715,-1.173448810214924,-0.10555049004227766,-0.501015505706981,0.19574972636212984,0.1320054651441886,1,4.437745419100208,4.9575000000000005
-1.0721522707391518,1.26604647222819,-0.7847093892444323,-1.0992095871130938,-0.2814437949759288,-0.7668391015384396,-0.17299148426035021,2.249664491676773,2,4.294925917577652,2.016
0.01751159145132338,0.7793597948416809,-1.4514213523992043,-0.5326728140066036,0.3901832717814304,0.15215147606531124,-1.0333788153953551,0.6067181242558738,2,4.010653968653522,3.3600000000000003
-0.1412315968527679,0.3189850649745727,-0.42072089127870477,-0.5202990284266172,-0.8978097859347085,-0.5656686139655165,-0.05408176831499605,1.2649500379822922,2,2.9335847730656903,3.3160000000000003
-0.5566793001650958,-1.3641639550657578,-0.6280368985709107,-0.5163337835943119,-0.2583782975528132,-0.10057369791909225,0.9100542888365785,0.06448223128679252,0,3.179282654994497,3.004
1.5158220448266693,0.07275448580922862,0.4974199170562171,0.17233581909080814,0.5167281553381862,0.012944047239178953,-0.5735428204389357,-1.0019540391771784,1,3.8827997020601206,1.983
-0.5436852517553907,-1.367294075173169,0.42494819883864393,0.8662256006325627,0.7609547256011762,-0.8612302647459881,0.5596807190187848,-0.7450026431892001,0,2.746973771517359,7.0005
0.022748465381638338,-0.0444797413835262,-0.22234574886337272,0.9752727848388216,0.437801098711834,0.4549537610773589,-0.6190414539218655,-0.8582207183135385,0,3.2903841201412813,2.3345000000000002
-0.7261978957508172,-1.3358791265726013,0.8047675825362075,1.1981719077351551,0.04156481287622209,-0.9447892814561485,0.75086077148299,-0.47612431524406523,0,3.0654283900615384,11.669500000000001
0.5148396049259255,0.11941561038972229,0.2120214607227978,-0.4331198790399767,-0.27802403444307033,-0.47035147981432657,0.025849582385120685,0.3906818871519801,1,3.015952487497869,5.949
0.003546321001343609,0.31717248968627754,-0.21156913417464934,0.8427048253299224,1.8440794170087778,-1.026436217387604,-1.1232823145572346,-0.4126282578167407,1,3.81289872008445,1.322
1.1311873822445562,0.8338694901535981,0.5564376277254067,1.2302937833095582,1.2776144440666208,-0.05933611910272849,-1.4455511638452678,-1.22554977906934,1,4.463639596624962,2.644
-1.2035160258239455,0.7726602868140625,0.3256908456714534,-0.5484278643602395,0.15301385671259002,-0.6053085394747195,0.48668766676716246,1.3179528540869208,2,3.70790673369897,1.344
-0.032074943637691804,1.578640043795693,1.4482921712480081,-0.5996006992323487,0.4830553380419695,1.809601539733672,0.5244302798619563,-0.5319255789361922,2,5.20922583568701,1.6800000000000002
-0.5564412349793431,-0.6472439583177569,0.9466498726524105,1.2677780167594157,-0.34851728787679875,0.12223699644443395,0.5512493391655838,-0.7021758696529229,0,2.9581743185769196,10.005
0.669311392942256,0.3851180319280074,0.3447201194700608,-0.8657121923772175,-0.3694816965996203,0.10012120658042672,0.2126280990032863,0.31793493674113,2,3.395890885435792,3.6355000000000004
0.13463984238275287,0.42931771497313936,-1.6616207630910071,0.6271197590282404,-1.9579996829407849,-0.6733757597908481,-1.453268137298063,1.5449738609136274,2,4.792828683138883,0.672
-0.13762302077172966,-1.5226043625594183,-0.2706374548761936,0.5265008279218538,0.15729046864694937,-0.9292058046956595,0.29936623381082156,-0.3894951211192986,0,2.543935974285564,8.001000000000001
-0.7347664671130759,-0.30923311331818215,1.095816012385539,-1.4865633291862452,-0.3630419845199271,0.08591417192069582,1.9801625518220227,0.6587654190786879,2,3.2924147098638414,0.9915
0.6817286085624282,0.3920921349048218,0.9314342436420636,-1.833959374553028,-0.4899941145536955,-0.21403341068613596,1.027816121958799,0.8370104656399343,2,4.717369202309008,2.9745
-0.6990924983022765,0.26368607070356953,0.5332356108336103,1.8637290761937657,0.058073198653261264,0.029110390123525516,-0.5032299704008273,-0.49079905586926365,1,3.7030767525620725,2.3345000000000002
-1.3502098491221097,-0.8753345987147104,1.8089885541618658,1.9965639809570954,0.3634819378368682,-0.8809366871366447,0.9168357448937591,-0.7029567690979747,0,5.810951661784992,0.3335
-0.2701502146080569,-0.26330792920388396,-2.069006554005909,0.037784296228936504,1.355598049599931,1.0379311195306657,-0.9944067141871084,-0.8791805758414236,0,4.6201278186459485,0.336
0.7851341404369115,0.4687419930359237,0.6130578727555979,-2.840602058187526,-1.4635697377534362,-1.0255047989583557,1.2871661575069542,2.2396720483360544,2,6.044930626014898,0.3305
-0.9156650582139247,0.0405731034819776,-0.9709193679910927,-1.2062360860198273,1.1215565828239675,-1.1330966884309972,0.1420873557185987,1.2114628180560454,2,4.6545762573069975,1.344
0.885277911552657,0.6157997436038846,0.5866407351267064,1.1962304231593857,-0.46478146579695007,-0.22849977333494836,-0.9872918573006213,-0.30491228910175083,1,3.1911123327507775,7.271000000000001
-1.7419419564476737,0.05970690679610425,-0.4296897333531097,-0.2732467146303837,-1.2526812080092513,0.9548184590514043,0.9277866626689305,0.9669518540687594,2,4.435921596452773,2.688
1.526442145370133,0.4597626488035708,0.6503305876983969,-0.15605136469389863,0.4642714218880016,0.11470636419707615,-0.5048484885133105,-0.7454724864004748,1,4.036096905041677,1.983
0.07993774975669382,-0.9625779102034238,-0.9661683768517035,-0.6212003114813498,-0.3764852486268791,0.17751655226274907,0.32005255061462007,0.004712559737340978,0,3.343722969884195,1.334
-0.09404366822814118,-1.027279072338816,-1.952706047440342,-1.3316551886697632,-1.9961695333523408,0.5946341992703398,0.48991110399914056,1.0442128280688772,2,5.328705270877362,0.0
0.8881360202513712,0.2025438860325528,1.7927791027015356,-0.4243939775908948,1.0812345481807104,-1.2820880055646988,0.45205170923325294,-0.19728893296218727,1,5.0939158277276935,0.9915
-0.3349260860503228,-0.9220853656006248,0.3896185514468995,1.3951419258005147,0.5226770164586249,-0.913917722454798,-0.05230589130801668,-0.6747131141282396,0,2.894858939132801,6.667
1.1279557497804815,0.2025489359710796,0.7903433427092035,1.0576215244903084,-0.5221303251511936,-0.7074855356234581,-0.7393869942996991,-0.2844235620074218,1,3.7075300547117234,12.2285
0.9083695913655468,0.11372349890870119,0.47761645674345843,1.7356918624304354,0.7838043690081707,-0.6861204466653651,-1.2956215609403872,-1.0816322199214128,1,4.226544031529787,5.288
