f0,f1,f2,f3,f4,f5,f6,f7,label,subset,r,r_diff,closest_centroid,x_pca,y_pca,x_mds,y_mds
-0.3007893230186687,-0.2596677109075745,-0.9043039551019464,-0.040523649394795185,0.4789487963243709,0.06297919918927418,1.0344979133820786,0.07215158915931451,0.0,training,0.6148333333333333,,1,1.2028934402657283,0.16116299822291924,,
0.2964896385707048,0.4773661459745262,0.003423683713791623,0.9502179898512948,-1.4809975982118433,1.7537737470426193,-0.14803438425290813,-0.5569813375335485,0.0,training,0.22833333333333333,,0,-1.0942132393088104,-1.345073477897825,,
-0.9629244536827102,-0.6579541806518303,0.31054550979817835,-1.0477857902198904,-0.4266801895082659,-0.43224593096612535,-2.111018262645472,-1.6890731069976193,1.0,training,0.23983333333333334,,2,-2.2741769097190794,1.7777560056803086,,
-0.6516576868272429,0.17829233617473642,0.2735533532504961,-0.4509801614891368,0.956893078209036,1.466775336525857,-0.3203093110051068,0.949955339252024,2.0,training,0.4121666666666667,,1,0.5393257013203023,0.7543336064976748,,
-0.0903682757070495,0.8322139731355196,-0.7859580297289044,0.1819778649861961,-1.441558036560125,-0.12564982947624853,-0.3800570591509515,-1.756186387561632,2.0,training,0.2825,,0,-1.2284041555348217,-0.407511700376681,,
0.3292360830534921,0.5158910593394674,-0.8856147062978299,-0.660012348337306,1.1641314647752965,-1.1285604119760917,1.2455818412489197,0.17745482444643412,0.0,training,0.3655,,0,1.5984194570658867,0.6669903269827543,,
-0.5412671195729841,1.9786061441693923,-3.0879712390173104,-0.4299899575793192,1.0549676331535984,0.5009249399736371,2.765378011336129,-0.2552576682064626,0.0,training,0.0475,,0,3.692055964771414,0.09097587195732001,,
-0.1980572464148454,1.187208574026411,-1.2373589248757657,0.3214820923740794,-0.4669913045346089,-0.7702284111960644,0.8443594913414787,-0.4750749445973474,2.0,training,0.44616666666666666,,0,0.7187176031537468,-0.6944772207164578,,
0.4808051703551592,-2.6900109452222414,-0.044009339995260015,-0.9918609817155052,0.34959043529063616,-0.4631511387769244,-0.06741547702625253,-1.6776572900915343,2.0,training,0.11133333333333334,,2,-1.0479161580217642,1.8746964390569807,,
0.35764450136365505,1.3753597328224896,-0.7348934000506807,0.02444093133852336,0.6360976641489859,-0.1584195746379424,1.2667774224916086,0.7040477575971712,1.0,training,0.4005,,0,1.609750060705446,-0.41679812748505674,,
0.11226931723722712,1.0532488288952455,-1.5144717090819153,-0.3977987331578549,0.8193222752144065,-0.8303346797765222,1.6244596147570216,-0.058676742853024426,0.0,training,0.308,,0,1.9805240023371173,0.20802841891434107,,
-0.22195506960998876,-1.5862724963900037,0.5918211189317563,0.7613931398879358,0.2828776302329777,0.6261396499200176,0.4465570917238336,1.320620494540063,1.0,training,0.28583333333333333,,1,0.4062792220777287,-0.5201910087354394,,
-0.19116043937222316,-0.2983330165358962,-0.24267557185669006,-1.3143687401628452,0.9613996468778278,0.8228082428619792,-0.3490071547412217,-0.6796315904420173,2.0,training,0.458,,2,-0.039095655240353966,1.884279829916853,,
-1.2283771416588425,-0.15043614853094742,-0.268038862481811,-1.1371865280072908,0.3835243305026517,-1.6543900181115008,-1.2248388510908983,-0.9072571181274676,2.0,training,0.29833333333333334,,2,-0.7015922991063199,1.77421076452298,,
-0.5649923738257323,-0.441616084248837,-0.9502109316218246,-0.09140331484913193,1.037380678065642,1.1854106356392171,1.3386639665277176,0.697188498417048,1.0,training,0.3913333333333333,,1,1.961514785424062,0.3301517683940557,,
0.05051938912567282,-1.248010100707473,0.3141191646082678,-1.0392277823140388,0.999854282358222,0.011734495222746472,-0.3311233830677031,-0.27012055941059515,1.0,training,0.41583333333333333,,2,-0.27326903830607485,1.7106350237818277,,
-1.5888022544841998,0.5320234066952022,-1.328863805067082,-1.424866740598526,0.5796592687921883,0.9122458893387709,-0.6409803416362835,-1.3462148162393777,2.0,training,0.2455,,2,0.2490967921067212,2.044162553072783,,
-1.4800362155497304,0.2545125722573697,0.08244008912282262,-0.2582744322565099,1.41292806713159,1.3516652160940026,-0.0809195495144197,1.8855359621946006,2.0,training,0.19483333333333333,,1,1.5351023379193682,0.620513855130197,,
0.2735558211917003,0.96034743933639,0.3173354539373483,0.632032727969381,-0.9516033240251432,-0.2266656514384355,-0.3891814324537672,-0.016837355219231468,0.0,training,0.46216666666666667,,0,-0.9081031789095992,-1.0443834959317,,
-1.627356536476564,-0.4810790731918213,-1.2908961373415104,1.0217198448019842,0.3783800398524276,3.1966249248043948,1.5924026498864623,1.38829200575963,1.0,training,0.043,,1,2.5074069465680413,-0.9243247478945533,,
-0.1076906271316168,0.11534555044808747,-1.0553053586179946,0.1403989274357952,0.05905847214946626,-0.021596616023087774,1.0856619918282373,-0.24752617362703594,0.0,training,0.6011666666666666,,0,0.9850378666186473,-0.20773950665777624,,
-0.186709350789064,-1.139895294971374,-0.3287909942533311,1.0019808898979476,0.031119163562918488,0.4440765995600653,1.303538508709397,0.9364531352708051,0.0,training,0.3705,,1,1.1253595707104016,-1.0006408199011154,,
