f0,f1,f2,f3,f4,f5,f6,f7,label,subset,r,r_diff,closest_centroid,x_pca,y_pca,x_mds,y_mds
-0.3351002360997973,-1.280071656960294,0.8239497778990774,2.2878162204876427,-1.5944346499278226,0.20931530805143608,0.12037787211911505,1.2291404610272727,1.0,training,0.11666666666666667,,1,2.542933518898003,-1.0553169305780832,,
0.3902702435992225,-1.3221229310834974,1.3280828188807232,-2.054826864266521,0.3788714034556332,0.442312306152767,-2.752294269105781,-1.9284045982109352,1.0,training,0.04766666666666667,,2,-3.0926452520204113,-2.991201380848204,,
-0.5840909127939097,0.10871971994235596,-0.3301155005984322,0.5011161978013982,-0.0160125459515858,0.882683950372165,0.4771208702569256,0.6200388857079902,1.0,training,0.6208333333333333,,1,0.5884558350630358,0.6396318876293696,,
-0.7487862434084739,0.16311790026819292,-0.7550991832736277,-0.6888477971388952,-0.129275190424994,0.11981751520848627,-0.5199467038757097,-1.2689339561243902,2.0,training,0.5641666666666667,,2,-0.6696610161088231,-0.12177987983916078,,
0.4005606639361163,-0.21809563315351987,0.9091883715863238,0.5555209921858213,-0.4762941776327118,-1.7119601149189674,-0.4840226953136298,0.4822076774070687,2.0,training,0.3325,,1,0.38071269222900295,-1.1399396423402257,,
0.190794403222512,0.10068787423573664,1.255900230755114,0.8133858346049524,-0.8052951925316595,-0.1910489782786012,-1.0039438745232032,0.7200190608999109,1.0,training,0.36283333333333334,,1,0.6139223032039375,-1.6331719842866694,,
0.28918526433842634,-0.2370086106135201,-2.028862348825984,-0.8294538496308367,1.3599798267481498,-0.5980594380690861,2.531129366125662,-0.6014539604175467,1.0,training,0.10683333333333334,,0,-0.5275207387781224,2.7830363587100218,,
-0.4339771494583449,1.5389940094470709,-2.1344768725045067,-0.9343597880411899,2.339544988836296,-0.7649154821854502,2.7370012572150095,1.0189359520129817,1.0,training,0.03983333333333333,,0,-0.8053368727059974,4.282130371870191,,
-1.0132611558321905,-1.528827042192397,1.0247875290263284,0.2509243048440843,-0.5653419401158788,-0.8615606682068301,-1.679349286683255,0.030417621193979668,2.0,training,0.20383333333333334,,1,-0.2565184774570882,-1.7790791137888742,,
-0.09426134987499207,1.0201023759705519,0.09993005964287366,0.0716997304499608,0.3817829168618185,-0.6355205997910959,0.12917443029782338,0.8929038890453775,1.0,training,0.5541666666666667,,0,-0.05427282178242966,0.4610953385860317,,
-0.06000855397627609,2.1964387205833065,-1.970998560242564,-0.29114568996572826,-1.117718081915606,0.7234263971804151,0.4567874436097362,-2.2975146830519484,0.0,training,0.0595,,0,0.638567677043983,0.4345332079994838,,
-0.30867982491094376,0.0832855418713948,-1.0027566264764225,-0.01875598407121126,0.5371113615863422,0.1414200850535307,1.2508774780537617,0.19849683716726726,0.0,training,0.5938333333333333,,0,0.14900945255607828,1.524576649684182,,
-0.3605832608207151,-1.3566808072569498,0.97579540323848,1.4035087950131897,-1.4415086015111345,-0.34822145744354405,-0.8194107310157558,0.3232005195344313,1.0,training,0.21966666666666668,,1,1.395454994075784,-1.8029780996959694,,
-0.2870921617345586,0.685875887776669,-0.5819893914990013,-1.01991168174873,0.2867132536997381,0.05072938928178262,-0.467280858779959,-1.0688485816840363,2.0,training,0.5633333333333334,,2,-1.1203626628108467,-0.011008769166002852,,
-0.5949576522184973,0.8326552506107633,-1.2013898389596591,-0.3668376943356603,0.25917320066090266,-0.9972207970759654,0.6057046607770309,-0.4704834472177198,2.0,training,0.538,,0,-0.14339182492436522,1.1897161045486442,,
-0.4537039269057912,-0.20360989280554814,-0.4326693541207025,-0.9874807815428966,-0.07253249882302595,0.00609076119826386,-0.8886805863879992,-1.5728830655120678,2.0,training,0.46,,2,-1.1361162142954218,-0.6909900393539257,,
0.31696662180665314,0.9090101339111202,-0.8649622595816344,0.31679373966951074,-1.2326989965959434,0.6979945086899846,0.2383003962751637,-1.4408185918177612,0.0,training,0.3521666666666667,,0,0.9561620970359834,-0.4376692298392507,,
0.02922369416773348,-0.30762005117394803,0.0036580710916533773,-0.2272542041747197,-0.5485888055983204,1.4532724773234087,-0.6509789373174463,-1.0649962779427615,0.0,training,0.44716666666666666,,2,-0.24067381419692133,-1.0867115313540883,,
0.3234033422198114,-0.13122606171209536,0.5090539060538509,-0.2471680457740668,0.2255555622605217,-0.8793940657726463,-0.3693512493416015,0.12577190629495733,2.0,training,0.5865,,2,-0.5603547972890602,-0.5851667493496966,,
0.3409706589892724,0.1643069723979438,0.018586864336312372,1.619239591019909,-1.9105565932294637,-0.5881453120473928,0.2137186779361373,-0.28275201236145603,0.0,training,0.27666666666666667,,0,2.2655679884076583,-1.0714638204243416,,
-0.11120374233249604,0.6796687816905479,-0.4925557534017861,-0.3160006721718099,0.22335999477389007,0.06517454155403743,0.21822640728854453,-0.21272291270768545,2.0,training,0.6971666666666667,,0,-0.2810051918268864,0.44289491448305707,,
0.32445876994667233,-2.0575827394371005,0.08499056475431169,-0.8370894792995518,0.4325196176941965,-0.8275478981445397,-0.16369015135146825,-1.0850470110058694,2.0,training,0.2245,,2,-1.2384395152492378,-0.6981065134787732,,
-0.9268341234885216,-0.5566895309308905,0.004524904247794873,-0.8339620806375854,-0.19667752127365165,0.906441765004534,-1.515133354969211,-1.2709265270250496,2.0,training,0.3455,,2,-1.1699235382931952,-1.1832286772598486,,
-0.01468765415245301,-0.3655555341247672,-0.7930258092657937,1.7309302678162468,-2.573037262501901,-0.11053304278189724,0.4310139335174654,-1.4485075712932476,0.0,training,0.10683333333333334,,0,2.7553995075013855,-1.0698440527290125,,
0.2447114841374785,0.6524472562044266,0.6994682560195983,0.2563282108852865,-0.16352922519831156,-0.14497686180165256,-0.5040399323119994,0.6112481317344919,0.0,training,0.5498333333333333,,1,0.07245724175075871,-0.7109901046159028,,
-1.3020317367841059,-0.7884389411752348,-0.6149611563640869,0.845839126686647,0.09020996364621026,-0.3787557626630361,0.8826219337281481,0.9985492167979974,1.0,training,0.44183333333333336,,1,0.9414404179899736,1.2799345423164878,,
0.2600707350046911,-0.11988874505358985,-0.03862412396902597,0.08120881373240764,-0.5002863208924251,0.1642456310104524,-0.13455205909867765,-0.6267088198329658,0.0,training,0.6566666666666666,,0,0.1681903111337218,-0.6731401887762524,,
-0.6529436847646511,0.43761407965502896,-1.4038435383162606,-0.11748922870245668,0.6820904102959829,0.9625984222072901,1.4327108484059004,0.19676212838316365,0.0,training,0.4205,,0,0.1293266652330275,2.0579315885636893,,
-1.1772343516862704,-0.003501766718285957,-1.1031487479302904,1.7470972021881306,-1.131543793117656,-2.237328598913833,1.2536826477586769,0.5571517852824662,1.0,training,0.111,,1,2.4756997026254695,1.1666583001717576,,
-0.4712226384509889,-0.13508493730298507,-0.8682690675476555,-0.6937217621180457,1.3300771521747872,-1.161941645193724,1.0204887280405308,0.3568007347220249,0.0,training,0.4111666666666667,,2,-0.8913163457987898,1.7758520831392506,,
