f0,f1,label,subset,r,r_diff,closest_centroid,x_pca,y_pca,x_mds,y_mds
-0.9056672518036724,-0.8606735915383489,1.0,training,1.0,,0,-0.570087346644492,0.2333455918962885,15.006536,-0.700016
-1.3273832560190604,-0.8228483068585106,0.0,training,1.0,,0,-0.4710618469455259,0.37743573705632916,-4.8866124,2.0376194
-1.2470318564824099,0.0766813161758899,1.0,training,1.0,,0,0.04038444592883238,0.5942420104755316,9.037575,-14.320147
-1.4469967388278466,-0.5875413026177503,0.0,training,1.0,,0,-0.34887385273275145,0.49014912560497675,1.3959268,4.5932775
-1.1998361462006302,0.3483611891281874,1.0,training,1.0,,0,0.23161684352585807,0.5429441406708392,5.063125,-12.852559
-1.5616282786916007,0.018444121059821992,0.0,training,1.0,,0,-0.004893367730484569,0.6067835386406804,2.4138556,-1.2097965
-0.7454173566344654,1.0026511567837693,1.0,training,1.0,,1,0.6258895046499311,0.10801368826240644,8.177866,3.9341772
-0.3634163395953071,-1.1953695766637045,1.0,training,1.0,,1,-0.6627997719839134,-0.1798673401383038,15.429721,8.795134
-1.1623388264168601,1.0430533085041416,0.0,training,1.0,,0,0.558221665703728,0.24684991259536754,-4.2724833,-7.330029
-0.8440567034709056,0.9211596887988828,1.0,training,1.0,,1,0.5889961874951243,0.1916755654071108,5.37285,2.0836742
-1.4172456375416815,0.6560703485199509,0.0,training,1.0,,0,0.3608327342937462,0.46906006055843175,0.74189985,-10.346351
-0.7572084755169087,-0.9937804872139312,1.0,training,1.0,,0,-0.6291990911414833,0.10192208392188162,15.50196,2.2123747
-0.9933744354378472,1.2050835845377177,0.0,training,1.0,,1,0.6249468262887613,0.1165969422018684,-2.9704494,-11.964136
-0.12539191192998372,-1.2430806603535909,1.0,training,1.0,,1,-0.6284867178720406,-0.30679978355532767,13.795112,13.804368
-1.560456975491358,-0.06304734692506468,0.0,training,1.0,,0,-0.05229772127914642,0.6051476714036346,1.2077366,0.11270553
-1.5538976775699986,0.15634555116839793,0.0,training,1.0,,0,0.0754565661456584,0.5997194794384664,0.04637196,-2.5375786
-1.0219229987717628,0.7187897305489476,1.0,training,1.0,,0,0.4761389067419458,0.35769756705424466,7.4736633,-3.004548
-1.403720989922879,-0.6845408249738506,0.0,training,1.0,,0,-0.4005075112900262,0.4484904624638092,-1.3199219,4.1005163
-1.151640923854643,0.4844510036203879,1.0,training,1.0,,0,0.32482355224629733,0.4909938309254362,7.840395,-9.133902
-0.31112936473647224,1.5304403788131382,0.0,training,0.9416666666666667,,1,0.6569012198300087,-0.2745118246308096,-10.133864,-11.936835
-0.6216808865608247,1.4326599876568755,0.0,training,0.9735,,1,0.6780662311334098,-0.12241014200707438,-7.6021647,-15.924974
-0.510766282185841,1.4758576496818272,0.0,training,0.9628333333333333,,1,0.6760355363616043,-0.18150277864732803,-7.696152,-6.6472607
-1.2485623593307271,-0.045524651049433616,1.0,training,1.0,,0,-0.046198528460319375,0.5950638408960864,12.137843,-12.277796
-0.5948033824592551,-1.4440294373872318,0.0,training,0.9731666666666666,,1,-0.6768270220636627,-0.155264266568369,-5.0177135,14.652916
-1.004337833392119,0.7431528371139962,1.0,training,1.0,,1,0.49085983290471497,0.3404163269953938,6.7676682,-3.4679065
-0.09963885890064716,1.2454076493780737,1.0,training,1.0,,1,0.6280385091913055,-0.30015060694253576,2.739956,16.063793
-0.12286189701745945,-1.55689621376262,0.0,training,0.9203333333333333,,1,-0.6177664951286095,-0.36593710147842057,-12.7535305,14.681956
-1.144160200749093,-0.5018487604879931,1.0,training,1.0,,0,-0.35917997506473004,0.4752787072533105,12.113327,-3.7018583
-0.4871996617969576,-1.4837912766914712,0.0,training,0.961,,1,-0.671666634363509,-0.21176562662386522,-5.9821806,11.20473
-0.2024792798819577,1.2328668964474747,1.0,training,1.0,,1,0.6471962622930381,-0.25029076485416085,4.3021917,14.054019
-1.4355648195934778,0.6149497975034299,0.0,training,1.0,,0,0.33812378132687554,0.48618853686614627,0.9207737,-11.4305105
-1.4853842490438014,0.4823582752359543,0.0,training,1.0,,0,0.26361100550106775,0.533477320391186,0.21506377,-5.299497
-1.2484686550747075,-0.047929726953932,1.0,training,1.0,,0,-0.047899144418423224,0.5949415656043707,12.197705,-12.252971
-0.9370113254421676,-1.2494056976349022,0.0,training,1.0,,0,-0.6469498586907595,0.06057623324312768,0.83011204,8.671848
-0.058205960364061435,1.5606600013793999,0.0,training,0.9153333333333333,,1,0.6098601367477954,-0.36939723004840436,-15.475912,-11.273112
-1.5350943568621025,-0.2872347794515208,0.0,training,1.0,,0,-0.18154234426057758,0.5783068943039679,-3.5537698,-0.2657417
-0.5162948332909866,-1.1377258418357596,1.0,training,1.0,,1,-0.6659973010644737,-0.08159571508132604,12.624275,6.7608385
-0.6679551716584138,1.055843939450792,1.0,training,1.0,,1,0.6456501680419365,0.04646105485881687,9.973699,6.3838563
-0.9369800906901612,0.8264715380912615,1.0,training,1.0,,1,0.539126942523988,0.2759672977018406,4.8870177,-2.858656
-1.1223895786005815,-1.0859386230090282,0.0,training,1.0,,0,-0.5900720907241858,0.20144798855335336,-5.093841,7.5231886
-0.3664304931639317,1.5181495038985908,0.0,training,0.9468333333333333,,1,0.6639980593139809,-0.2504166602078248,-8.51601,-11.643254
-1.2411128709771837,0.9479747233964392,0.0,training,1.0,,0,0.5134273337645167,0.31223839582794466,-1.422122,-6.9235544
-0.9624051788234296,-0.7967204368050964,1.0,training,1.0,,0,-0.5368009830732948,0.2873985301884433,17.592436,-0.9874031
-0.39454176996975704,1.185468160277653,1.0,training,1.0,,1,0.6666235229786922,-0.14250724358186265,5.072526,10.591011
-1.2418312702733325,-0.13726111769244326,1.0,training,1.0,,0,-0.11087051989910515,0.5866532379890328,14.407155,-11.524727
-1.258073341316698,0.9253607629437534,0.0,training,1.0,,0,0.5023213459970817,0.32669905913140346,-0.85403156,-7.0024676
-1.4694076733924908,0.5290229947336241,0.0,training,1.0,,0,0.2900318477872724,0.518203442356481,2.7288146,-10.916018
-0.3582001360102263,-1.1969469316400314,1.0,training,1.0,,1,-0.6624009767974249,-0.18298332171438772,15.330428,8.863443
-1.496550672886115,-0.4465007799325239,0.0,training,1.0,,0,-0.2714331488092013,0.539117891013576,-0.26993626,2.1265054
-0.8711528508365204,0.8955784269055818,1.0,training,1.0,,1,0.5761546062115144,0.21570480975309894,5.7351055,0.44154805
-0.2939190163809059,-1.53382934940584,0.0,training,0.9398333333333333,,1,-0.6492163682998453,-0.3004230550704534,-8.75679,16.498533
-0.869950312884271,-0.8967497301058246,1.0,training,1.0,,0,-0.5876427132749782,0.20041739898789623,13.393181,-0.13960521
-0.20422842599432026,-1.2325857836794163,1.0,training,1.0,,1,-0.6432318764589373,-0.2681224475144311,15.082899,11.945952
-0.32265498822686056,1.5280509202846428,0.0,training,0.9421666666666667,,1,0.6584855889534336,-0.26959277309061713,-9.949886,-12.10478
-1.195791245815792,0.3620107757550159,1.0,training,1.0,,0,0.24107869481704444,0.5385403716620949,5.150284,-12.643925
-1.1978995915762287,-0.3549985739295629,1.0,training,1.0,,0,-0.2615286985122387,0.5353798518307945,13.112085,-7.2386713
-0.7191333128210188,-1.0216731207557113,1.0,training,1.0,,1,-0.6392094073161629,0.07050357898809989,16.53255,3.124175
-1.2368337099522968,0.176710609476618,1.0,training,1.0,,0,0.11122377096948058,0.5833398101143608,6.18135,-16.337084
-1.2202012045088502,-0.26846269349563084,1.0,training,1.0,,0,-0.20229356170203203,0.5610794040617414,15.194708,-8.668017
-0.950083069156876,-0.8113695354961321,1.0,training,1.0,,0,-0.5446475050789548,0.2754801701400258,17.041754,-0.83051324
-1.0467546266169083,-1.1590123253281706,0.0,training,1.0,,0,-0.6177369257062089,0.1418968434111933,-2.378113,7.1026635
-1.4660030854237849,0.5383621855835594,0.0,training,1.0,,0,0.2952976641857178,0.5149690294467457,2.5996377,-11.103965
-1.1999923199606624,0.9995120642071188,0.0,training,1.0,,0,0.5381161383132131,0.2777349600268155,-3.6839683,-6.6311502
-1.5358908430382674,0.2830024705546438,0.0,training,1.0,,0,0.14906755735996338,0.5823087084566526,-2.78224,-3.514331
-0.09923280712456302,1.24543888413008,1.0,training,1.0,,1,0.6279522540764911,-0.30033683833507285,2.7432473,16.042736
-1.4202129389822966,-0.6496516069826208,0.0,training,1.0,,0,-0.38211067303380986,0.4642366468227418,0.020398345,4.766857
-1.2411284883531868,-0.1433987464617151,1.0,training,1.0,,0,-0.11518030763413374,0.5858116552271481,14.532852,-11.458295
-0.07416691863936886,-1.2471880302424423,1.0,training,1.0,,1,-0.61734915363503,-0.3302267697909344,12.3539,14.778782
-1.184562352469465,0.3972123412663104,1.0,training,1.0,,0,0.26537726253178384,0.526358519598709,5.6479735,-11.66535
-0.27836410988168264,1.2179835371163903,1.0,training,1.0,,1,0.6576336089513816,-0.2100489990214092,6.6376057,13.780522
-0.9986062563989312,1.200757571384821,0.0,training,1.0,,1,0.6233726778903371,0.12042217583777345,-2.9051747,-11.882226
-0.13042070700302574,1.5562871360984938,0.0,training,0.9221666666666667,,1,0.6254939710685388,-0.34477628890866113,-13.576793,-12.510797
-1.0319962062938504,0.7042499534899347,1.0,training,1.0,,0,0.467240991126129,0.36768514936893365,7.938135,-3.08266
-0.21661300516488652,1.546635597728494,0.0,training,0.9321666666666667,,1,0.6419481815466945,-0.3128425434962942,-12.093386,-9.648667
-0.7325954909358084,-1.0120684345137207,1.0,training,1.0,,0,-0.6358789419536406,0.08150412297441428,16.318233,2.7317967
-0.6541806460235593,-1.064433496252572,1.0,training,1.0,,1,-0.652323223640288,0.019024550684132596,15.748757,4.54162
-0.9274222565761804,-0.8371694406534783,1.0,training,1.0,,0,-0.5581555984900056,0.25382530356218014,16.052872,-0.73376995
-0.7736691898243198,0.9810210910192873,1.0,training,1.0,,1,0.6167759393535831,0.1313654733783967,7.477862,3.6135018
-0.3057413700153557,1.531517977757361,0.0,training,0.9411666666666667,,1,0.6561431782622826,-0.276791209723977,-10.256359,-11.774223
-0.42902493618490256,1.1734271633791578,1.0,training,1.0,,1,0.6674804116281132,-0.12103422025347961,4.6343803,9.904432
-0.5077833633692228,1.1415520989565524,1.0,training,1.0,,1,0.6659634947103125,-0.06947784354079117,6.169784,7.8064604
-1.0011206539354522,1.198649225624384,0.0,training,1.0,,1,0.6226046946075597,0.1222726479869298,-2.88356,-11.849377
-0.7539600613082356,0.9962480326224424,1.0,training,1.0,,1,0.623249049497091,0.11502196802282143,7.996552,3.830948
-0.900810247866666,0.8657336213633974,1.0,training,1.0,,1,0.5605533569898692,0.24252935833322997,5.28257,-0.98653084
-0.2649644012709059,-1.5390924051189308,0.0,training,0.9366666666666666,,1,-0.6445855196597,-0.31233984758672123,-8.891631,15.542682
-1.5125741006654356,-0.3887633408485596,0.0,training,1.0,,0,-0.23909707991024545,0.555278320413008,-1.8513147,1.4075818
-1.1684139856821187,-0.4424558795476857,1.0,training,1.0,,0,-0.32019901303800546,0.5021232992097155,11.345565,-5.462464
-1.0435530645362452,-1.1619171572647726,0.0,training,1.0,,0,-0.618764331908752,0.13942887292359418,-2.293931,7.094865
-0.2952152585891745,1.5335794713897883,0.0,training,0.94,,1,0.6546268192547616,-0.28121320809971,-10.371563,-11.470665
-0.8990298670022969,1.2770172184086237,0.0,training,1.0,,1,0.6488255543037486,0.04980162865849074,-3.053104,-17.469585
-0.22351588535831696,-1.2292280478387203,1.0,training,1.0,,1,-0.646363285838857,-0.25816167280813024,14.896887,11.49986
-0.1424148517735112,-1.5552251545302738,0.0,training,0.9233333333333333,,1,-0.6218338287027682,-0.35903248158775747,-12.044496,14.593286
-1.129636041066083,-1.0783954303994652,0.0,training,1.0,,0,-0.5870488474145613,0.20730668073487984,-5.4314933,7.4193306
-1.078208021887426,0.6312074859227987,1.0,training,1.0,,0,0.4214069258577485,0.4143062041318896,8.329463,-4.7575893
-1.0445681939764553,-0.6854622501580415,1.0,training,1.0,,0,-0.473651963618731,0.3695028339959332,17.95052,-3.8724523
-1.4677990836641572,-0.53344271214254,0.0,training,1.0,,0,-0.3194633871939947,0.5105390486130037,1.5564977,3.3383367
-0.7892709484515529,-0.9685115728406949,1.0,training,1.0,,0,-0.6192995497590815,0.12909752763643892,14.660637,1.968914
-0.7072797244345626,-1.0299190952854198,1.0,training,1.0,,1,-0.641963184549223,0.0609086745167589,16.58016,3.4849372
-0.8314066289082842,1.3220421134259537,0.0,training,0.9993333333333333,,1,0.6611410209120312,0.00451719603309591,-1.7330275,-17.538364
-1.0626687327642064,0.6570386258321516,1.0,training,1.0,,0,0.437818430150318,0.398484441466396,8.452734,-4.092637
